step,timestamp_offset_seconds,road_id,road_name,speed_kmh,occupancy_pct,queue_length,signal_phase,signal_remaining_seconds
36,00:03:00,R25,"Swagat Circle",40,38,8,RED,5
37,00:03:05,R01,"Infocity Flyover",10,99,58,GREEN,33
37,00:03:05,R02,"Infocity Flyover Ramp",8,99,72,N/A,0
37,00:03:05,R03,"GIFT City Road",38,26,3,GREEN,19
37,00:03:05,R04,"Koba - Gandhinagar Highway",12,99,43,GREEN,12
37,00:03:05,R05,"GH Road",17,95,36,GREEN,5
37,00:03:05,R06,"GH-3 Circle",10,99,62,N/A,0
37,00:03:05,R07,"Gandhinagar-Ahmedabad Highway",32,49,15,RED,36
37,00:03:05,R08,"CH Road",29,64,18,RED,29
37,00:03:05,R09,"Sarkhej-Gandhinagar Highway",40,40,4,RED,22
37,00:03:05,R10,"Gandhinagar-Sarkhej Highway",42,39,8,N/A,0
37,00:03:05,R11,"CHH Road",29,53,10,RED,8
37,00:03:05,R12,"Sardar Patel Ring Road",52,21,3,RED,1
37,00:03:05,R13,"Gandhinagar Bypass Road",62,15,1,N/A,0
37,00:03:05,R14,"NH48",64,17,1,N/A,0
37,00:03:05,R15,"Sardar Patel Ring Road Flyover",48,29,6,N/A,0
37,00:03:05,R16,"Kudasan-Por Road",49,17,3,GREEN,18
37,00:03:05,R17,"Randesan Road",54,15,0,N/A,0
37,00:03:05,R18,"Mahatma Gandhi Road",45,31,7,GREEN,4
37,00:03:05,R19,"Pandit Dindayal Upadhyay Marg",48,26,3,RED,42
37,00:03:05,R20,"Shram Marg",49,20,2,N/A,0
37,00:03:05,R21,"Mansa Road",40,36,6,RED,28
37,00:03:05,R22,"Airport Road",55,21,5,N/A,0
37,00:03:05,R23,"Vaishnodevi Circle",35,42,9,RED,14
37,00:03:05,R24,"Koba Circle",32,51,9,RED,7
37,00:03:05,R25,"Swagat Circle",41,37,9,GREEN,45
38,00:03:10,R01,"Infocity Flyover",14,99,56,GREEN,28
38,00:03:10,R02,"Infocity Flyover Ramp",10,99,74,N/A,0
38,00:03:10,R03,"GIFT City Road",40,31,7,GREEN,14
38,00:03:10,R04,"Koba - Gandhinagar Highway",15,99,44,GREEN,7
38,00:03:10,R05,"GH Road",20,95,35,YELLOW,3
38,00:03:10,R06,"GH-3 Circle",12,99,62,N/A,0
38,00:03:10,R07,"Gandhinagar-Ahmedabad Highway",37,50,15,RED,31
38,00:03:10,R08,"CH Road",29,63,15,RED,24
38,00:03:10,R09,"Sarkhej-Gandhinagar Highway",42,38,6,RED,17
38,00:03:10,R10,"Gandhinagar-Sarkhej Highway",38,44,9,N/A,0
38,00:03:10,R11,"CHH Road",29,54,13,RED,3
38,00:03:10,R12,"Sardar Patel Ring Road",58,24,2,GREEN,41
38,00:03:10,R13,"Gandhinagar Bypass Road",60,22,4,N/A,0
38,00:03:10,R14,"NH48",67,18,4,N/A,0
38,00:03:10,R15,"Sardar Patel Ring Road Flyover",49,23,4,N/A,0
38,00:03:10,R16,"Kudasan-Por Road",49,18,0,GREEN,13
38,00:03:10,R17,"Randesan Road",52,19,0,N/A,0
38,00:03:10,R18,"Mahatma Gandhi Road",41,30,6,YELLOW,2
38,00:03:10,R19,"Pandit Dindayal Upadhyay Marg",44,25,6,RED,37
38,00:03:10,R20,"Shram Marg",51,16,4,N/A,0
38,00:03:10,R21,"Mansa Road",39,34,8,RED,23
38,00:03:10,R22,"Airport Road",55,20,4,N/A,0
38,00:03:10,R23,"Vaishnodevi Circle",36,43,6,RED,9
38,00:03:10,R24,"Koba Circle",29,49,12,RED,2
38,00:03:10,R25,"Swagat Circle",36,39,9,GREEN,40
39,00:03:15,R01,"Infocity Flyover",14,99,59,GREEN,23
39,00:03:15,R02,"Infocity Flyover Ramp",6,99,74,N/A,0
39,00:03:15,R03,"GIFT City Road",40,24,5,GREEN,9
39,00:03:15,R04,"Koba - Gandhinagar Highway",14,99,44,GREEN,2
39,00:03:15,R05,"GH Road",18,91,38,RED,40
39,00:03:15,R06,"GH-3 Circle",10,99,64,N/A,0
39,00:03:15,R07,"Gandhinagar-Ahmedabad Highway",38,49,13,RED,26
39,00:03:15,R08,"CH Road",27,64,18,RED,19
39,00:03:15,R09,"Sarkhej-Gandhinagar Highway",39,39,10,RED,12
39,00:03:15,R10,"Gandhinagar-Sarkhej Highway",39,41,10,N/A,0
39,00:03:15,R11,"CHH Road",31,51,11,GREEN,43
39,00:03:15,R12,"Sardar Patel Ring Road",56,20,3,GREEN,36
39,00:03:15,R13,"Gandhinagar Bypass Road",59,19,1,N/A,0
39,00:03:15,R14,"NH48",68,12,2,N/A,0
39,00:03:15,R15,"Sardar Patel Ring Road Flyover",49,28,4,N/A,0
39,00:03:15,R16,"Kudasan-Por Road",47,23,3,GREEN,8
39,00:03:15,R17,"Randesan Road",52,18,0,N/A,0
39,00:03:15,R18,"Mahatma Gandhi Road",45,30,5,RED,39
39,00:03:15,R19,"Pandit Dindayal Upadhyay Marg",49,26,6,RED,32
39,00:03:15,R20,"Shram Marg",53,17,4,N/A,0
39,00:03:15,R21,"Mansa Road",37,34,7,RED,18
39,00:03:15,R22,"Airport Road",57,20,2,N/A,0
39,00:03:15,R23,"Vaishnodevi Circle",33,43,9,RED,4
39,00:03:15,R24,"Koba Circle",30,46,9,GREEN,42
39,00:03:15,R25,"Swagat Circle",38,39,7,GREEN,35
40,00:03:20,R01,"Infocity Flyover",12,99,56,GREEN,18
40,00:03:20,R02,"Infocity Flyover Ramp",6,99,72,N/A,0
40,00:03:20,R03,"GIFT City Road",36,25,4,GREEN,4
40,00:03:20,R04,"Koba - Gandhinagar Highway",17,99,48,RED,42
40,00:03:20,R05,"GH Road",16,93,36,RED,35
40,00:03:20,R06,"GH-3 Circle",9,99,65,N/A,0
40,00:03:20,R07,"Gandhinagar-Ahmedabad Highway",38,50,14,RED,21
40,00:03:20,R08,"CH Road",29,62,19,RED,14
40,00:03:20,R09,"Sarkhej-Gandhinagar Highway",41,36,9,RED,7
40,00:03:20,R10,"Gandhinagar-Sarkhej Highway",40,38,7,N/A,0
40,00:03:20,R11,"CHH Road",27,56,14,GREEN,38
40,00:03:20,R12,"Sardar Patel Ring Road",54,21,3,GREEN,31
40,00:03:20,R13,"Gandhinagar Bypass Road",59,21,0,N/A,0
40,00:03:20,R14,"NH48",67,16,1,N/A,0
40,00:03:20,R15,"Sardar Patel Ring Road Flyover",52,22,6,N/A,0
40,00:03:20,R16,"Kudasan-Por Road",50,21,2,GREEN,3
40,00:03:20,R17,"Randesan Road",54,13,3,N/A,0
40,00:03:20,R18,"Mahatma Gandhi Road",43,32,7,RED,34
40,00:03:20,R19,"Pandit Dindayal Upadhyay Marg",45,25,5,RED,27
40,00:03:20,R20,"Shram Marg",51,21,5,N/A,0
40,00:03:20,R21,"Mansa Road",38,37,5,RED,13
40,00:03:20,R22,"Airport Road",54,23,4,N/A,0
40,00:03:20,R23,"Vaishnodevi Circle",33,41,6,GREEN,44
40,00:03:20,R24,"Koba Circle",27,48,13,GREEN,37
40,00:03:20,R25,"Swagat Circle",37,34,6,GREEN,30
41,00:03:25,R01,"Infocity Flyover",13,99,58,GREEN,13
41,00:03:25,R02,"Infocity Flyover Ramp",8,99,71,N/A,0
41,00:03:25,R03,"GIFT City Road",40,24,4,YELLOW,2
41,00:03:25,R04,"Koba - Gandhinagar Highway",12,99,47,RED,37
41,00:03:25,R05,"GH Road",19,95,36,RED,30
41,00:03:25,R06,"GH-3 Circle",12,99,61,N/A,0
41,00:03:25,R07,"Gandhinagar-Ahmedabad Highway",37,53,16,RED,16
41,00:03:25,R08,"CH Road",27,65,20,RED,9
41,00:03:25,R09,"Sarkhej-Gandhinagar Highway",45,40,9,RED,2
41,00:03:25,R10,"Gandhinagar-Sarkhej Highway",42,40,11,N/A,0
41,00:03:25,R11,"CHH Road",33,58,10,GREEN,33
41,00:03:25,R12,"Sardar Patel Ring Road",52,23,6,GREEN,26
41,00:03:25,R13,"Gandhinagar Bypass Road",61,21,2,N/A,0
41,00:03:25,R14,"NH48",66,13,1,N/A,0
41,00:03:25,R15,"Sardar Patel Ring Road Flyover",48,22,3,N/A,0
41,00:03:25,R16,"Kudasan-Por Road",48,23,2,YELLOW,1
41,00:03:25,R17,"Randesan Road",51,21,0,N/A,0
41,00:03:25,R18,"Mahatma Gandhi Road",44,29,8,RED,29
41,00:03:25,R19,"Pandit Dindayal Upadhyay Marg",44,24,6,RED,22
41,00:03:25,R20,"Shram Marg",50,18,0,N/A,0
41,00:03:25,R21,"Mansa Road",40,34,4,RED,8
41,00:03:25,R22,"Airport Road",58,16,4,N/A,0
41,00:03:25,R23,"Vaishnodevi Circle",35,40,10,GREEN,39
41,00:03:25,R24,"Koba Circle",29,50,11,GREEN,32
41,00:03:25,R25,"Swagat Circle",40,38,5,GREEN,25
42,00:03:30,R01,"Infocity Flyover",12,99,58,GREEN,8
42,00:03:30,R02,"Infocity Flyover Ramp",11,99,73,N/A,0
42,00:03:30,R03,"GIFT City Road",41,28,5,RED,39
42,00:03:30,R04,"Koba - Gandhinagar Highway",14,99,47,RED,32
42,00:03:30,R05,"GH Road",16,95,36,RED,25
42,00:03:30,R06,"GH-3 Circle",10,99,62,N/A,0
42,00:03:30,R07,"Gandhinagar-Ahmedabad Highway",36,51,13,RED,11
42,00:03:30,R08,"CH Road",27,59,21,RED,4
42,00:03:30,R09,"Sarkhej-Gandhinagar Highway",40,38,9,GREEN,42
42,00:03:30,R10,"Gandhinagar-Sarkhej Highway",39,45,12,N/A,0
42,00:03:30,R11,"CHH Road",27,58,10,GREEN,28
42,00:03:30,R12,"Sardar Patel Ring Road",54,20,4,GREEN,21
42,00:03:30,R13,"Gandhinagar Bypass Road",59,18,1,N/A,0
42,00:03:30,R14,"NH48",65,18,2,N/A,0
42,00:03:30,R15,"Sardar Patel Ring Road Flyover",50,23,2,N/A,0
42,00:03:30,R16,"Kudasan-Por Road",47,19,2,RED,38
42,00:03:30,R17,"Randesan Road",53,17,0,N/A,0
42,00:03:30,R18,"Mahatma Gandhi Road",44,27,4,RED,24
42,00:03:30,R19,"Pandit Dindayal Upadhyay Marg",44,28,5,RED,17
42,00:03:30,R20,"Shram Marg",51,18,2,N/A,0
42,00:03:30,R21,"Mansa Road",43,36,7,RED,3
42,00:03:30,R22,"Airport Road",54,22,2,N/A,0
42,00:03:30,R23,"Vaishnodevi Circle",37,46,10,GREEN,34
42,00:03:30,R24,"Koba Circle",31,45,8,GREEN,27
42,00:03:30,R25,"Swagat Circle",39,36,5,GREEN,20
43,00:03:35,R01,"Infocity Flyover",12,99,60,GREEN,3
43,00:03:35,R02,"Infocity Flyover Ramp",10,99,77,N/A,0
43,00:03:35,R03,"GIFT City Road",41,25,2,RED,34
43,00:03:35,R04,"Koba - Gandhinagar Highway",17,99,49,RED,27
43,00:03:35,R05,"GH Road",17,91,35,RED,20
43,00:03:35,R06,"GH-3 Circle",13,99,64,N/A,0
43,00:03:35,R07,"Gandhinagar-Ahmedabad Highway",33,49,17,RED,6
43,00:03:35,R08,"CH Road",29,59,21,GREEN,44
43,00:03:35,R09,"Sarkhej-Gandhinagar Highway",41,38,10,GREEN,37
43,00:03:35,R10,"Gandhinagar-Sarkhej Highway",37,38,6,N/A,0
43,00:03:35,R11,"CHH Road",28,55,13,GREEN,23
43,00:03:35,R12,"Sardar Patel Ring Road",55,25,2,GREEN,16
43,00:03:35,R13,"Gandhinagar Bypass Road",61,21,2,N/A,0
43,00:03:35,R14,"NH48",65,12,1,N/A,0
43,00:03:35,R15,"Sardar Patel Ring Road Flyover",50,29,7,N/A,0
43,00:03:35,R16,"Kudasan-Por Road",48,24,5,RED,33
43,00:03:35,R17,"Randesan Road",52,19,0,N/A,0
43,00:03:35,R18,"Mahatma Gandhi Road",43,32,2,RED,19
43,00:03:35,R19,"Pandit Dindayal Upadhyay Marg",45,28,7,RED,12
43,00:03:35,R20,"Shram Marg",53,19,0,N/A,0
43,00:03:35,R21,"Mansa Road",43,34,7,GREEN,43
43,00:03:35,R22,"Airport Road",55,19,0,N/A,0
43,00:03:35,R23,"Vaishnodevi Circle",32,43,8,GREEN,29
43,00:03:35,R24,"Koba Circle",28,51,9,GREEN,22
43,00:03:35,R25,"Swagat Circle",36,39,7,GREEN,15
44,00:03:40,R01,"Infocity Flyover",13,99,59,YELLOW,1
44,00:03:40,R02,"Infocity Flyover Ramp",9,99,73,N/A,0
44,00:03:40,R03,"GIFT City Road",39,25,8,RED,29
44,00:03:40,R04,"Koba - Gandhinagar Highway",14,99,45,RED,22
44,00:03:40,R05,"GH Road",19,91,36,RED,15
44,00:03:40,R06,"GH-3 Circle",7,99,64,N/A,0
44,00:03:40,R07,"Gandhinagar-Ahmedabad Highway",34,52,15,RED,1
44,00:03:40,R08,"CH Road",28,59,16,GREEN,39
44,00:03:40,R09,"Sarkhej-Gandhinagar Highway",41,36,5,GREEN,32
44,00:03:40,R10,"Gandhinagar-Sarkhej Highway",41,37,8,N/A,0
44,00:03:40,R11,"CHH Road",30,59,9,GREEN,18
44,00:03:40,R12,"Sardar Patel Ring Road",57,22,4,GREEN,11
44,00:03:40,R13,"Gandhinagar Bypass Road",59,19,2,N/A,0
44,00:03:40,R14,"NH48",64,14,0,N/A,0
44,00:03:40,R15,"Sardar Patel Ring Road Flyover",47,25,4,N/A,0
44,00:03:40,R16,"Kudasan-Por Road",48,22,2,RED,28
44,00:03:40,R17,"Randesan Road",53,21,2,N/A,0
44,00:03:40,R18,"Mahatma Gandhi Road",42,30,6,RED,14
44,00:03:40,R19,"Pandit Dindayal Upadhyay Marg",47,27,6,RED,7
44,00:03:40,R20,"Shram Marg",48,23,5,N/A,0
44,00:03:40,R21,"Mansa Road",39,35,8,GREEN,38
44,00:03:40,R22,"Airport Road",58,19,5,N/A,0
44,00:03:40,R23,"Vaishnodevi Circle",36,41,7,GREEN,24
44,00:03:40,R24,"Koba Circle",33,47,10,GREEN,17
44,00:03:40,R25,"Swagat Circle",35,36,7,GREEN,10
45,00:03:45,R01,"Infocity Flyover",13,99,61,RED,38
45,00:03:45,R02,"Infocity Flyover Ramp",11,99,72,N/A,0
45,00:03:45,R03,"GIFT City Road",39,28,5,RED,24
45,00:03:45,R04,"Koba - Gandhinagar Highway",13,99,51,RED,17
45,00:03:45,R05,"GH Road",21,97,37,RED,10
45,00:03:45,R06,"GH-3 Circle",10,99,62,N/A,0
45,00:03:45,R07,"Gandhinagar-Ahmedabad Highway",36,52,15,GREEN,41
45,00:03:45,R08,"CH Road",29,60,18,GREEN,34
45,00:03:45,R09,"Sarkhej-Gandhinagar Highway",43,40,9,GREEN,27
45,00:03:45,R10,"Gandhinagar-Sarkhej Highway",38,41,12,N/A,0
45,00:03:45,R11,"CHH Road",32,54,9,GREEN,13
45,00:03:45,R12,"Sardar Patel Ring Road",57,24,3,GREEN,6
45,00:03:45,R13,"Gandhinagar Bypass Road",62,19,2,N/A,0
45,00:03:45,R14,"NH48",68,13,3,N/A,0
45,00:03:45,R15,"Sardar Patel Ring Road Flyover",50,23,6,N/A,0
45,00:03:45,R16,"Kudasan-Por Road",48,18,6,RED,23
45,00:03:45,R17,"Randesan Road",52,17,3,N/A,0
45,00:03:45,R18,"Mahatma Gandhi Road",44,28,4,RED,9
45,00:03:45,R19,"Pandit Dindayal Upadhyay Marg",45,29,3,RED,2
45,00:03:45,R20,"Shram Marg",51,19,2,N/A,0
45,00:03:45,R21,"Mansa Road",42,34,3,GREEN,33
45,00:03:45,R22,"Airport Road",58,20,0,N/A,0
45,00:03:45,R23,"Vaishnodevi Circle",35,44,5,GREEN,19
45,00:03:45,R24,"Koba Circle",29,47,11,GREEN,12
45,00:03:45,R25,"Swagat Circle",40,36,4,GREEN,5
46,00:03:50,R01,"Infocity Flyover",12,99,58,RED,33
46,00:03:50,R02,"Infocity Flyover Ramp",6,99,72,N/A,0
46,00:03:50,R03,"GIFT City Road",41,26,2,RED,19
46,00:03:50,R04,"Koba - Gandhinagar Highway",14,99,47,RED,12
46,00:03:50,R05,"GH Road",17,98,39,RED,5
46,00:03:50,R06,"GH-3 Circle",11,99,63,N/A,0
46,00:03:50,R07,"Gandhinagar-Ahmedabad Highway",34,50,15,GREEN,36
46,00:03:50,R08,"CH Road",29,64,18,GREEN,29
46,00:03:50,R09,"Sarkhej-Gandhinagar Highway",41,38,8,GREEN,22
46,00:03:50,R10,"Gandhinagar-Sarkhej Highway",42,37,9,N/A,0
46,00:03:50,R11,"CHH Road",31,52,10,GREEN,8
46,00:03:50,R12,"Sardar Patel Ring Road",52,25,1,GREEN,1
46,00:03:50,R13,"Gandhinagar Bypass Road",58,22,4,N/A,0
46,00:03:50,R14,"NH48",65,15,1,N/A,0
46,00:03:50,R15,"Sardar Patel Ring Road Flyover",49,29,4,N/A,0
46,00:03:50,R16,"Kudasan-Por Road",48,21,3,RED,18
46,00:03:50,R17,"Randesan Road",50,13,2,N/A,0
46,00:03:50,R18,"Mahatma Gandhi Road",42,33,6,RED,4
46,00:03:50,R19,"Pandit Dindayal Upadhyay Marg",46,28,5,GREEN,42
46,00:03:50,R20,"Shram Marg",51,17,4,N/A,0
46,00:03:50,R21,"Mansa Road",42,37,7,GREEN,28
46,00:03:50,R22,"Airport Road",57,20,3,N/A,0
46,00:03:50,R23,"Vaishnodevi Circle",37,45,7,GREEN,14
46,00:03:50,R24,"Koba Circle",32,51,14,GREEN,7
46,00:03:50,R25,"Swagat Circle",36,35,5,YELLOW,3
47,00:03:55,R01,"Infocity Flyover",10,99,58,RED,28
47,00:03:55,R02,"Infocity Flyover Ramp",8,99,78,N/A,0
47,00:03:55,R03,"GIFT City Road",35,32,3,RED,14
47,00:03:55,R04,"Koba - Gandhinagar Highway",14,99,51,RED,7
47,00:03:55,R05,"GH Road",15,96,38,GREEN,45
47,00:03:55,R06,"GH-3 Circle",10,99,64,N/A,0
47,00:03:55,R07,"Gandhinagar-Ahmedabad Highway",33,52,12,GREEN,31
47,00:03:55,R08,"CH Road",30,64,21,GREEN,24
47,00:03:55,R09,"Sarkhej-Gandhinagar Highway",45,41,10,GREEN,17
47,00:03:55,R10,"Gandhinagar-Sarkhej Highway",43,43,8,N/A,0
47,00:03:55,R11,"CHH Road",31,56,10,GREEN,3
47,00:03:55,R12,"Sardar Patel Ring Road",52,20,0,RED,41
47,00:03:55,R13,"Gandhinagar Bypass Road",62,19,1,N/A,0
47,00:03:55,R14,"NH48",66,13,1,N/A,0
47,00:03:55,R15,"Sardar Patel Ring Road Flyover",48,21,2,N/A,0
47,00:03:55,R16,"Kudasan-Por Road",51,16,0,RED,13
47,00:03:55,R17,"Randesan Road",54,16,5,N/A,0
47,00:03:55,R18,"Mahatma Gandhi Road",45,29,5,GREEN,44
47,00:03:55,R19,"Pandit Dindayal Upadhyay Marg",45,27,2,GREEN,37
47,00:03:55,R20,"Shram Marg",50,16,0,N/A,0
47,00:03:55,R21,"Mansa Road",41,30,8,GREEN,23
47,00:03:55,R22,"Airport Road",57,19,4,N/A,0
47,00:03:55,R23,"Vaishnodevi Circle",33,41,10,GREEN,9
47,00:03:55,R24,"Koba Circle",31,46,13,GREEN,2
47,00:03:55,R25,"Swagat Circle",40,33,8,RED,40
48,00:04:00,R01,"Infocity Flyover",9,99,62,RED,23
48,00:04:00,R02,"Infocity Flyover Ramp",10,99,75,N/A,0
48,00:04:00,R03,"GIFT City Road",40,29,8,RED,9
48,00:04:00,R04,"Koba - Gandhinagar Highway",17,99,50,RED,2
48,00:04:00,R05,"GH Road",20,95,36,GREEN,40
48,00:04:00,R06,"GH-3 Circle",11,99,62,N/A,0
48,00:04:00,R07,"Gandhinagar-Ahmedabad Highway",33,53,13,GREEN,26
48,00:04:00,R08,"CH Road",27,61,21,GREEN,19
48,00:04:00,R09,"Sarkhej-Gandhinagar Highway",41,36,8,GREEN,12
48,00:04:00,R10,"Gandhinagar-Sarkhej Highway",40,43,7,N/A,0
48,00:04:00,R11,"CHH Road",29,53,14,YELLOW,1
48,00:04:00,R12,"Sardar Patel Ring Road",57,22,1,RED,36
48,00:04:00,R13,"Gandhinagar Bypass Road",63,14,1,N/A,0
48,00:04:00,R14,"NH48",67,17,4,N/A,0
48,00:04:00,R15,"Sardar Patel Ring Road Flyover",48,28,3,N/A,0
48,00:04:00,R16,"Kudasan-Por Road",51,23,4,RED,8
48,00:04:00,R17,"Randesan Road",50,20,3,N/A,0
48,00:04:00,R18,"Mahatma Gandhi Road",44,32,3,GREEN,39
48,00:04:00,R19,"Pandit Dindayal Upadhyay Marg",46,27,2,GREEN,32
48,00:04:00,R20,"Shram Marg",48,19,5,N/A,0
48,00:04:00,R21,"Mansa Road",42,32,5,GREEN,18
48,00:04:00,R22,"Airport Road",53,16,4,N/A,0
48,00:04:00,R23,"Vaishnodevi Circle",33,45,11,GREEN,4
48,00:04:00,R24,"Koba Circle",31,44,9,RED,42
48,00:04:00,R25,"Swagat Circle",40,37,5,RED,35
49,00:04:05,R01,"Infocity Flyover",12,99,59,RED,18
49,00:04:05,R02,"Infocity Flyover Ramp",6,99,78,N/A,0
49,00:04:05,R03,"GIFT City Road",37,30,7,RED,4
49,00:04:05,R04,"Koba - Gandhinagar Highway",13,99,48,GREEN,42
49,00:04:05,R05,"GH Road",15,99,39,GREEN,35
49,00:04:05,R06,"GH-3 Circle",12,99,68,N/A,0
49,00:04:05,R07,"Gandhinagar-Ahmedabad Highway",33,55,14,GREEN,21
49,00:04:05,R08,"CH Road",30,62,17,GREEN,14
49,00:04:05,R09,"Sarkhej-Gandhinagar Highway",40,35,5,GREEN,7
49,00:04:05,R10,"Gandhinagar-Sarkhej Highway",40,42,8,N/A,0
49,00:04:05,R11,"CHH Road",33,58,12,RED,38
49,00:04:05,R12,"Sardar Patel Ring Road",54,22,1,RED,31
49,00:04:05,R13,"Gandhinagar Bypass Road",61,20,4,N/A,0
49,00:04:05,R14,"NH48",62,16,0,N/A,0
49,00:04:05,R15,"Sardar Patel Ring Road Flyover",51,26,7,N/A,0
49,00:04:05,R16,"Kudasan-Por Road",50,19,4,RED,3
49,00:04:05,R17,"Randesan Road",51,15,5,N/A,0
49,00:04:05,R18,"Mahatma Gandhi Road",46,28,3,GREEN,34
49,00:04:05,R19,"Pandit Dindayal Upadhyay Marg",48,27,4,GREEN,27
49,00:04:05,R20,"Shram Marg",49,18,3,N/A,0
49,00:04:05,R21,"Mansa Road",39,29,6,GREEN,13
49,00:04:05,R22,"Airport Road",54,19,1,N/A,0
49,00:04:05,R23,"Vaishnodevi Circle",33,41,6,YELLOW,2
49,00:04:05,R24,"Koba Circle",31,48,11,RED,37
49,00:04:05,R25,"Swagat Circle",40,34,5,RED,30
50,00:04:10,R01,"Infocity Flyover",14,99,58,RED,13
50,00:04:10,R02,"Infocity Flyover Ramp",6,99,77,N/A,0
50,00:04:10,R03,"GIFT City Road",35,28,3,GREEN,44
50,00:04:10,R04,"Koba - Gandhinagar Highway",12,99,50,GREEN,37
50,00:04:10,R05,"GH Road",19,97,37,GREEN,30
50,00:04:10,R06,"GH-3 Circle",7,99,63,N/A,0
50,00:04:10,R07,"Gandhinagar-Ahmedabad Highway",33,50,12,GREEN,16
50,00:04:10,R08,"CH Road",29,61,21,GREEN,9
50,00:04:10,R09,"Sarkhej-Gandhinagar Highway",44,37,9,GREEN,2
50,00:04:10,R10,"Gandhinagar-Sarkhej Highway",40,44,7,N/A,0
50,00:04:10,R11,"CHH Road",27,54,13,RED,33
50,00:04:10,R12,"Sardar Patel Ring Road",57,25,2,RED,26
50,00:04:10,R13,"Gandhinagar Bypass Road",57,18,3,N/A,0
50,00:04:10,R14,"NH48",66,17,0,N/A,0
50,00:04:10,R15,"Sardar Patel Ring Road Flyover",50,28,3,N/A,0
50,00:04:10,R16,"Kudasan-Por Road",48,17,4,GREEN,43
50,00:04:10,R17,"Randesan Road",52,19,2,N/A,0
50,00:04:10,R18,"Mahatma Gandhi Road",43,32,4,GREEN,29
50,00:04:10,R19,"Pandit Dindayal Upadhyay Marg",48,24,6,GREEN,22
50,00:04:10,R20,"Shram Marg",51,23,1,N/A,0
50,00:04:10,R21,"Mansa Road",40,37,3,GREEN,8
50,00:04:10,R22,"Airport Road",58,16,0,N/A,0
50,00:04:10,R23,"Vaishnodevi Circle",36,44,7,RED,39
50,00:04:10,R24,"Koba Circle",32,45,13,RED,32
50,00:04:10,R25,"Swagat Circle",40,33,10,RED,25
51,00:04:15,R01,"Infocity Flyover",14,99,60,RED,8
51,00:04:15,R02,"Infocity Flyover Ramp",10,99,79,N/A,0
51,00:04:15,R03,"GIFT City Road",39,26,4,GREEN,39
51,00:04:15,R04,"Koba - Gandhinagar Highway",15,99,49,GREEN,32
51,00:04:15,R05,"GH Road",16,95,37,GREEN,25
51,00:04:15,R06,"GH-3 Circle",10,99,63,N/A,0
51,00:04:15,R07,"Gandhinagar-Ahmedabad Highway",32,56,11,GREEN,11
51,00:04:15,R08,"CH Road",26,59,16,GREEN,4
51,00:04:15,R09,"Sarkhej-Gandhinagar Highway",42,40,7,RED,42
51,00:04:15,R10,"Gandhinagar-Sarkhej Highway",41,43,6,N/A,0
51,00:04:15,R11,"CHH Road",27,51,13,RED,28
51,00:04:15,R12,"Sardar Patel Ring Road",52,20,5,RED,21
51,00:04:15,R13,"Gandhinagar Bypass Road",59,22,0,N/A,0
51,00:04:15,R14,"NH48",63,16,0,N/A,0
51,00:04:15,R15,"Sardar Patel Ring Road Flyover",49,22,3,N/A,0
51,00:04:15,R16,"Kudasan-Por Road",46,22,4,GREEN,38
51,00:04:15,R17,"Randesan Road",52,19,4,N/A,0
51,00:04:15,R18,"Mahatma Gandhi Road",47,29,3,GREEN,24
51,00:04:15,R19,"Pandit Dindayal Upadhyay Marg",45,27,3,GREEN,17
51,00:04:15,R20,"Shram Marg",52,17,1,N/A,0
51,00:04:15,R21,"Mansa Road",41,32,4,GREEN,3
51,00:04:15,R22,"Airport Road",53,22,0,N/A,0
51,00:04:15,R23,"Vaishnodevi Circle",32,42,11,RED,34
51,00:04:15,R24,"Koba Circle",31,51,11,RED,27
51,00:04:15,R25,"Swagat Circle",35,36,6,RED,20
52,00:04:20,R01,"Infocity Flyover",12,99,61,RED,3
52,00:04:20,R02,"Infocity Flyover Ramp",6,99,76,N/A,0
52,00:04:20,R03,"GIFT City Road",39,28,8,GREEN,34
52,00:04:20,R04,"Koba - Gandhinagar Highway",11,99,50,GREEN,27
52,00:04:20,R05,"GH Road",14,96,41,GREEN,20
52,00:04:20,R06,"GH-3 Circle",10,99,66,N/A,0
52,00:04:20,R07,"Gandhinagar-Ahmedabad Highway",38,52,17,GREEN,6
52,00:04:20,R08,"CH Road",29,64,20,YELLOW,2
52,00:04:20,R09,"Sarkhej-Gandhinagar Highway",45,39,7,RED,37
52,00:04:20,R10,"Gandhinagar-Sarkhej Highway",41,44,9,N/A,0
52,00:04:20,R11,"CHH Road",30,52,14,RED,23
52,00:04:20,R12,"Sardar Patel Ring Road",55,22,3,RED,16
52,00:04:20,R13,"Gandhinagar Bypass Road",58,19,2,N/A,0
52,00:04:20,R14,"NH48",67,19,0,N/A,0
52,00:04:20,R15,"Sardar Patel Ring Road Flyover",52,24,4,N/A,0
52,00:04:20,R16,"Kudasan-Por Road",46,21,3,GREEN,33
52,00:04:20,R17,"Randesan Road",52,21,2,N/A,0
52,00:04:20,R18,"Mahatma Gandhi Road",43,31,4,GREEN,19
52,00:04:20,R19,"Pandit Dindayal Upadhyay Marg",47,22,4,GREEN,12
52,00:04:20,R20,"Shram Marg",50,17,1,N/A,0
52,00:04:20,R21,"Mansa Road",39,31,9,YELLOW,1
52,00:04:20,R22,"Airport Road",54,23,2,N/A,0
52,00:04:20,R23,"Vaishnodevi Circle",36,42,8,RED,29
